,Unnamed: 0,Index,Scenario,Ordering,priority,prolog_priority,prolog_priority_solved
77,77,77,"{'right': 'crosswalk', 'down': 'green_car_turn_right', 'left': 'empty', 'up': 'red_car_turn_right', 'priority_ruling': 'triangles_vertical'}","[['crosswalk', 'red'], ['green']]",[1 0 0 1],"[[1, 3, 4, 0, 0], [2, 0, 0, 3, 4], [1, 4, 3, 0, 0], [2, 0, 0, 4, 3]]","[1, 1, 0, 1]"
78,78,78,"{'right': 'green_car_straight', 'down': 'empty', 'left': 'empty', 'up': 'white_car_straight', 'priority_ruling': 'none_no'}","[['white'], ['green']]",[0 0 0 1],"[[0, 2, 4, 2, 4], [0, 4, 2, 2, 4], [0, 4, 2, 4, 2], [0, 2, 4, 4, 2]]","[0, 0, 0, 1]"
79,79,79,"{'right': 'green_car_straight', 'down': 'white_car_turn_left', 'left': 'empty', 'up': 'red_car_turn_right', 'priority_ruling': 'none_no'}","[['red'], ['green'], ['white']]",[0 0 0 1],"[[0, 2, 4, 0, 1], [0, 1, 0, 2, 4], [0, 4, 2, 1, 0], [0, 0, 1, 4, 2]]","[0, 0, 0, 1]"
80,80,80,"{'right': 'empty', 'down': 'white_car_straight', 'left': 'crosswalk', 'up': 'empty', 'priority_ruling': 'triangles_vertical'}","[['white', 'crosswalk']]",[0 1 1 0],"[[1, 4, 3, 4, 2], [2, 2, 4, 4, 3], [1, 3, 4, 2, 4], [2, 4, 2, 3, 4]]","[0, 1, 1, 0]"
81,81,81,"{'right': 'green_car_turn_right', 'down': 'white_car_straight', 'left': 'empty', 'up': 'red_car_turn_right', 'priority_ruling': 'none_no'}","[['green', 'red'], ['white']]",[1 0 0 1],"[[0, 0, 4, 0, 2], [0, 2, 0, 0, 4], [0, 4, 0, 2, 0], [0, 0, 2, 4, 0]]","[1, 0, 0, 1]"
82,82,82,"{'right': 'empty', 'down': 'red_car_straight', 'left': 'white_car_turn_left', 'up': 'crosswalk', 'priority_ruling': 'triangles_horizontal'}","[['crosswalk'], ['red'], ['white']]",[0 0 0 1],"[[2, 4, 1, 3, 2], [1, 2, 3, 4, 1], [2, 1, 4, 2, 3], [1, 3, 2, 1, 4]]","[0, 1, 0, 1]"
83,83,83,"{'right': 'green_car_turn_left', 'down': 'empty', 'left': 'empty', 'up': 'crosswalk', 'priority_ruling': 'triangles_horizontal'}","[['green', 'crosswalk']]",[1 0 0 1],"[[2, 1, 4, 3, 4], [1, 4, 3, 1, 4], [2, 4, 1, 4, 3], [1, 3, 4, 4, 1]]","[1, 0, 0, 1]"
84,84,84,"{'right': 'white_car_straight', 'down': 'crosswalk', 'left': 'empty', 'up': 'empty', 'priority_ruling': 'triangles_horizontal'}","[['white', 'crosswalk']]",[1 1 0 0],"[[2, 2, 4, 4, 3], [1, 3, 4, 2, 4], [2, 4, 2, 3, 4], [1, 4, 3, 4, 2]]","[1, 1, 0, 0]"
85,85,85,"{'right': 'empty', 'down': 'white_car_turn_right', 'left': 'crosswalk', 'up': 'red_car_straight', 'priority_ruling': 'stop_horizontal'}","[['white', 'crosswalk', 'red']]",[0 1 1 1],"[[2, 4, 3, 2, 0], [1, 0, 2, 4, 3], [2, 3, 4, 0, 2], [1, 2, 0, 3, 4]]","[0, 1, 1, 1]"
86,86,86,"{'right': 'crosswalk', 'down': 'empty', 'left': 'white_car_straight', 'up': 'green_car_turn_left', 'priority_ruling': 'none_no'}","[['crosswalk'], ['white'], ['green']]",[1 0 0 0],"[[0, 3, 2, 1, 4], [0, 4, 1, 3, 2], [0, 2, 3, 4, 1], [0, 1, 4, 2, 3]]","[1, 0, 1, 0]"
87,87,87,"{'right': 'crosswalk', 'down': 'empty', 'left': 'empty', 'up': 'green_car_turn_right', 'priority_ruling': 'none_no'}","[['crosswalk', 'green']]",[1 0 0 1],"[[0, 3, 4, 0, 4], [0, 4, 0, 3, 4], [0, 4, 3, 4, 0], [0, 0, 4, 4, 3]]","[1, 0, 0, 1]"
88,88,88,"{'right': 'crosswalk', 'down': 'red_car_straight', 'left': 'white_car_straight', 'up': 'empty', 'priority_ruling': 'stop_vertical'}","[['crosswalk'], ['white'], ['red']]",[1 0 0 0],"[[1, 3, 2, 4, 2], [2, 2, 4, 3, 2], [1, 2, 3, 2, 4], [2, 4, 2, 2, 3]]","[1, 0, 1, 0]"
89,89,89,"{'right': 'empty', 'down': 'empty', 'left': 'red_car_turn_right', 'up': 'green_car_straight', 'priority_ruling': 'stop_vertical'}","[['red'], ['green']]",[0 0 1 0],"[[1, 4, 0, 2, 4], [2, 4, 2, 4, 0], [1, 0, 4, 4, 2], [2, 2, 4, 0, 4]]","[0, 0, 1, 1]"
90,90,90,"{'right': 'red_car_straight', 'down': 'empty', 'left': 'crosswalk', 'up': 'green_car_turn_right', 'priority_ruling': 'none_no'}","[['crosswalk'], ['green'], ['red']]",[0 0 1 0],"[[0, 2, 3, 0, 4], [0, 4, 0, 2, 3], [0, 3, 2, 4, 0], [0, 0, 4, 3, 2]]","[0, 0, 1, 1]"
91,91,91,"{'right': 'white_car_turn_right', 'down': 'red_car_straight', 'left': 'empty', 'up': 'green_car_turn_left', 'priority_ruling': 'stop_vertical'}","[['white'], ['red'], ['green']]",[1 0 0 0],"[[1, 0, 4, 1, 2], [2, 2, 1, 0, 4], [1, 4, 0, 2, 1], [2, 1, 2, 4, 0]]","[1, 1, 0, 0]"
92,92,92,"{'right': 'white_car_straight', 'down': 'empty', 'left': 'red_car_turn_left', 'up': 'empty', 'priority_ruling': 'none_no'}","[['white'], ['red']]",[1 0 0 0],"[[0, 2, 1, 4, 4], [0, 4, 4, 2, 1], [0, 1, 2, 4, 4], [0, 4, 4, 1, 2]]","[1, 0, 0, 0]"
93,93,93,"{'right': 'green_car_straight', 'down': 'white_car_turn_right', 'left': 'empty', 'up': 'red_car_straight', 'priority_ruling': 'stop_vertical'}","[['green', 'white'], ['red']]",[1 1 0 0],"[[1, 2, 4, 2, 0], [2, 0, 2, 2, 4], [1, 4, 2, 0, 2], [2, 2, 0, 4, 2]]","[1, 1, 0, 0]"
94,94,94,"{'right': 'white_car_turn_right', 'down': 'red_car_turn_right', 'left': 'crosswalk', 'up': 'green_car_turn_right', 'priority_ruling': 'none_no'}","[['crosswalk', 'white', 'red'], ['green']]",[1 1 1 0],"[[0, 0, 3, 0, 0], [0, 0, 0, 0, 3], [0, 3, 0, 0, 0], [0, 0, 0, 3, 0]]","[1, 1, 1, 1]"
95,95,95,"{'right': 'empty', 'down': 'red_car_straight', 'left': 'crosswalk', 'up': 'empty', 'priority_ruling': 'triangles_vertical'}","[['red', 'crosswalk']]",[0 1 1 0],"[[1, 4, 3, 4, 2], [2, 2, 4, 4, 3], [1, 3, 4, 2, 4], [2, 4, 2, 3, 4]]","[0, 1, 1, 0]"
96,96,96,"{'right': 'green_car_straight', 'down': 'empty', 'left': 'crosswalk', 'up': 'red_car_straight', 'priority_ruling': 'none_no'}","[['crosswalk', 'red'], ['green']]",[0 0 1 1],"[[0, 2, 3, 2, 4], [0, 4, 2, 2, 3], [0, 3, 2, 4, 2], [0, 2, 4, 3, 2]]","[0, 0, 1, 1]"
97,97,97,"{'right': 'red_car_turn_left', 'down': 'empty', 'left': 'white_car_turn_left', 'up': 'empty', 'priority_ruling': 'none_no'}","[['red', 'white']]",[1 0 1 0],"[[0, 1, 1, 4, 4], [0, 4, 4, 1, 1], [0, 1, 1, 4, 4], [0, 4, 4, 1, 1]]","[1, 0, 1, 0]"
98,98,98,"{'right': 'white_car_turn_right', 'down': 'empty', 'left': 'green_car_turn_right', 'up': 'red_car_straight', 'priority_ruling': 'stop_horizontal'}","[['red', 'white'], ['green']]",[1 0 0 1],"[[2, 0, 0, 2, 4], [1, 4, 2, 0, 0], [2, 0, 0, 4, 2], [1, 2, 4, 0, 0]]","[1, 0, 0, 1]"
99,99,99,"{'right': 'empty', 'down': 'empty', 'left': 'green_car_turn_left', 'up': 'white_car_turn_right', 'priority_ruling': 'triangles_horizontal'}","[['green', 'white']]",[0 0 1 1],"[[2, 4, 1, 0, 4], [1, 4, 0, 4, 1], [2, 1, 4, 4, 0], [1, 0, 4, 1, 4]]","[0, 0, 1, 1]"
100,100,100,"{'right': 'empty', 'down': 'red_car_turn_left', 'left': 'green_car_turn_right', 'up': 'empty', 'priority_ruling': 'triangles_horizontal'}","[['red', 'green']]",[0 1 1 0],"[[2, 4, 0, 4, 1], [1, 1, 4, 4, 0], [2, 0, 4, 1, 4], [1, 4, 1, 0, 4]]","[0, 1, 1, 0]"
101,101,101,"{'right': 'empty', 'down': 'red_car_turn_left', 'left': 'white_car_turn_right', 'up': 'empty', 'priority_ruling': 'none_no'}","[['red', 'white']]",[0 1 1 0],"[[0, 4, 0, 4, 1], [0, 1, 4, 4, 0], [0, 0, 4, 1, 4], [0, 4, 1, 0, 4]]","[0, 1, 1, 0]"
102,102,102,"{'right': 'empty', 'down': 'white_car_turn_left', 'left': 'red_car_straight', 'up': 'green_car_turn_left', 'priority_ruling': 'triangles_vertical'}","[['red'], ['green', 'white']]",[0 0 1 0],"[[1, 4, 2, 1, 1], [2, 1, 1, 4, 2], [1, 2, 4, 1, 1], [2, 1, 1, 2, 4]]","[0, 0, 1, 0]"
103,103,103,"{'right': 'red_car_straight', 'down': 'crosswalk', 'left': 'green_car_turn_right', 'up': 'empty', 'priority_ruling': 'stop_horizontal'}","[['crosswalk', 'red'], ['green']]",[1 1 0 0],"[[2, 2, 0, 4, 3], [1, 3, 4, 2, 0], [2, 0, 2, 3, 4], [1, 4, 3, 0, 2]]","[1, 1, 1, 0]"
104,104,104,"{'right': 'green_car_turn_right', 'down': 'empty', 'left': 'white_car_turn_right', 'up': 'crosswalk', 'priority_ruling': 'triangles_vertical'}","[['crosswalk', 'white'], ['green']]",[0 0 1 1],"[[1, 0, 0, 3, 4], [2, 4, 3, 0, 0], [1, 0, 0, 4, 3], [2, 3, 4, 0, 0]]","[1, 0, 1, 1]"
105,105,105,"{'right': 'empty', 'down': 'white_car_straight', 'left': 'crosswalk', 'up': 'empty', 'priority_ruling': 'none_no'}","[['white', 'crosswalk']]",[0 1 1 0],"[[0, 4, 3, 4, 2], [0, 2, 4, 4, 3], [0, 3, 4, 2, 4], [0, 4, 2, 3, 4]]","[0, 1, 1, 0]"
106,106,106,"{'right': 'empty', 'down': 'red_car_turn_left', 'left': 'green_car_turn_right', 'up': 'crosswalk', 'priority_ruling': 'none_no'}","[['red', 'green', 'crosswalk']]",[0 1 1 1],"[[0, 4, 0, 3, 1], [0, 1, 3, 4, 0], [0, 0, 4, 1, 3], [0, 3, 1, 0, 4]]","[0, 1, 1, 1]"
107,107,107,"{'right': 'white_car_turn_right', 'down': 'empty', 'left': 'green_car_turn_right', 'up': 'red_car_turn_right', 'priority_ruling': 'stop_horizontal'}","[['white', 'green', 'red']]",[1 0 1 1],"[[2, 0, 0, 0, 4], [1, 4, 0, 0, 0], [2, 0, 0, 4, 0], [1, 0, 4, 0, 0]]","[1, 0, 1, 1]"
108,108,108,"{'right': 'crosswalk', 'down': 'empty', 'left': 'red_car_turn_right', 'up': 'empty', 'priority_ruling': 'none_no'}","[['crosswalk', 'red']]",[1 0 1 0],"[[0, 3, 0, 4, 4], [0, 4, 4, 3, 0], [0, 0, 3, 4, 4], [0, 4, 4, 0, 3]]","[1, 0, 1, 0]"
109,109,109,"{'right': 'empty', 'down': 'crosswalk', 'left': 'red_car_turn_left', 'up': 'white_car_straight', 'priority_ruling': 'stop_vertical'}","[['crosswalk', 'red'], ['white']]",[0 1 1 0],"[[1, 4, 1, 2, 3], [2, 3, 2, 4, 1], [1, 1, 4, 3, 2], [2, 2, 3, 1, 4]]","[0, 1, 1, 1]"
110,110,110,"{'right': 'red_car_straight', 'down': 'white_car_straight', 'left': 'crosswalk', 'up': 'empty', 'priority_ruling': 'triangles_vertical'}","[['crosswalk'], ['red'], ['white']]",[0 0 1 0],"[[1, 2, 3, 4, 2], [2, 2, 4, 2, 3], [1, 3, 2, 2, 4], [2, 4, 2, 3, 2]]","[1, 0, 1, 0]"
111,111,111,"{'right': 'white_car_turn_right', 'down': 'empty', 'left': 'crosswalk', 'up': 'empty', 'priority_ruling': 'triangles_vertical'}","[['white', 'crosswalk']]",[1 0 1 0],"[[1, 0, 3, 4, 4], [2, 4, 4, 0, 3], [1, 3, 0, 4, 4], [2, 4, 4, 3, 0]]","[1, 0, 1, 0]"
112,112,112,"{'right': 'red_car_straight', 'down': 'empty', 'left': 'crosswalk', 'up': 'green_car_turn_left', 'priority_ruling': 'triangles_horizontal'}","[['crosswalk', 'green'], ['red']]",[0 0 1 1],"[[2, 2, 3, 1, 4], [1, 4, 1, 2, 3], [2, 3, 2, 4, 1], [1, 1, 4, 3, 2]]","[1, 0, 1, 1]"
113,113,113,"{'right': 'empty', 'down': 'empty', 'left': 'green_car_turn_left', 'up': 'red_car_straight', 'priority_ruling': 'stop_horizontal'}","[['red'], ['green']]",[0 0 0 1],"[[2, 4, 1, 2, 4], [1, 4, 2, 4, 1], [2, 1, 4, 4, 2], [1, 2, 4, 1, 4]]","[0, 0, 0, 1]"
114,114,114,"{'right': 'green_car_turn_left', 'down': 'white_car_straight', 'left': 'red_car_turn_right', 'up': 'empty', 'priority_ruling': 'stop_vertical'}","[['red'], ['green'], ['white']]",[0 0 1 0],"[[1, 1, 0, 4, 2], [2, 2, 4, 1, 0], [1, 0, 1, 2, 4], [2, 4, 2, 0, 1]]","[0, 1, 1, 0]"
115,115,115,"{'right': 'green_car_turn_right', 'down': 'red_car_straight', 'left': 'white_car_turn_right', 'up': 'empty', 'priority_ruling': 'triangles_vertical'}","[['green', 'white'], ['red']]",[1 0 1 0],"[[1, 0, 0, 4, 2], [2, 2, 4, 0, 0], [1, 0, 0, 2, 4], [2, 4, 2, 0, 0]]","[1, 1, 1, 0]"
116,116,116,"{'right': 'crosswalk', 'down': 'red_car_turn_left', 'left': 'white_car_straight', 'up': 'green_car_turn_left', 'priority_ruling': 'none_no'}","[['crosswalk', 'red'], ['white'], ['green']]",[1 1 0 0],"[[0, 3, 2, 1, 1], [0, 1, 1, 3, 2], [0, 2, 3, 1, 1], [0, 1, 1, 2, 3]]","[1, 1, 0, 0]"
117,117,117,"{'right': 'green_car_turn_left', 'down': 'empty', 'left': 'white_car_turn_left', 'up': 'empty', 'priority_ruling': 'triangles_horizontal'}","[['green', 'white']]",[1 0 1 0],"[[2, 1, 1, 4, 4], [1, 4, 4, 1, 1], [2, 1, 1, 4, 4], [1, 4, 4, 1, 1]]","[1, 0, 1, 0]"
118,118,118,"{'right': 'empty', 'down': 'crosswalk', 'left': 'red_car_turn_left', 'up': 'empty', 'priority_ruling': 'triangles_vertical'}","[['crosswalk', 'red']]",[0 1 1 0],"[[1, 4, 1, 4, 3], [2, 3, 4, 4, 1], [1, 1, 4, 3, 4], [2, 4, 3, 1, 4]]","[0, 1, 1, 0]"
119,119,119,"{'right': 'crosswalk', 'down': 'green_car_turn_right', 'left': 'empty', 'up': 'red_car_turn_right', 'priority_ruling': 'stop_vertical'}","[['crosswalk', 'red'], ['green']]",[1 0 0 1],"[[1, 3, 4, 0, 0], [2, 0, 0, 3, 4], [1, 4, 3, 0, 0], [2, 0, 0, 4, 3]]","[1, 1, 0, 1]"
120,120,120,"{'right': 'green_car_turn_left', 'down': 'crosswalk', 'left': 'empty', 'up': 'white_car_straight', 'priority_ruling': 'none_no'}","[['crosswalk'], ['white'], ['green']]",[0 1 0 0],"[[0, 1, 4, 2, 3], [0, 3, 2, 1, 4], [0, 4, 1, 3, 2], [0, 2, 3, 4, 1]]","[0, 1, 0, 1]"
121,121,121,"{'right': 'green_car_turn_right', 'down': 'red_car_straight', 'left': 'crosswalk', 'up': 'white_car_straight', 'priority_ruling': 'stop_vertical'}","[['green', 'crosswalk', 'white'], ['red']]",[1 0 1 1],"[[1, 0, 3, 2, 2], [2, 2, 2, 0, 3], [1, 3, 0, 2, 2], [2, 2, 2, 3, 0]]","[1, 1, 1, 1]"
122,122,122,"{'right': 'empty', 'down': 'crosswalk', 'left': 'green_car_turn_right', 'up': 'empty', 'priority_ruling': 'stop_vertical'}","[['crosswalk'], ['green']]",[0 1 0 0],"[[1, 4, 0, 4, 3], [2, 3, 4, 4, 0], [1, 0, 4, 3, 4], [2, 4, 3, 0, 4]]","[0, 1, 1, 0]"
123,123,123,"{'right': 'red_car_straight', 'down': 'crosswalk', 'left': 'empty', 'up': 'empty', 'priority_ruling': 'stop_horizontal'}","[['red', 'crosswalk']]",[1 1 0 0],"[[2, 2, 4, 4, 3], [1, 3, 4, 2, 4], [2, 4, 2, 3, 4], [1, 4, 3, 4, 2]]","[1, 1, 0, 0]"
124,124,124,"{'right': 'green_car_turn_right', 'down': 'crosswalk', 'left': 'red_car_turn_right', 'up': 'white_car_straight', 'priority_ruling': 'triangles_horizontal'}","[['crosswalk', 'green'], ['white'], ['red']]",[1 1 0 0],"[[2, 0, 0, 2, 3], [1, 3, 2, 0, 0], [2, 0, 0, 3, 2], [1, 2, 3, 0, 0]]","[1, 1, 0, 1]"
125,125,125,"{'right': 'green_car_turn_left', 'down': 'red_car_straight', 'left': 'crosswalk', 'up': 'white_car_turn_left', 'priority_ruling': 'triangles_horizontal'}","[['red', 'crosswalk'], ['white'], ['green']]",[0 1 1 0],"[[2, 1, 3, 1, 2], [1, 2, 1, 1, 3], [2, 3, 1, 2, 1], [1, 1, 2, 3, 1]]","[0, 1, 1, 0]"
126,126,126,"{'right': 'white_car_turn_right', 'down': 'crosswalk', 'left': 'empty', 'up': 'empty', 'priority_ruling': 'triangles_vertical'}","[['white', 'crosswalk']]",[1 1 0 0],"[[1, 0, 4, 4, 3], [2, 3, 4, 0, 4], [1, 4, 0, 3, 4], [2, 4, 3, 4, 0]]","[1, 1, 0, 0]"
127,127,127,"{'right': 'green_car_turn_right', 'down': 'empty', 'left': 'crosswalk', 'up': 'empty', 'priority_ruling': 'none_no'}","[['green', 'crosswalk']]",[1 0 1 0],"[[0, 0, 3, 4, 4], [0, 4, 4, 0, 3], [0, 3, 0, 4, 4], [0, 4, 4, 3, 0]]","[1, 0, 1, 0]"
128,128,128,"{'right': 'crosswalk', 'down': 'green_car_turn_left', 'left': 'red_car_turn_left', 'up': 'white_car_turn_right', 'priority_ruling': 'triangles_vertical'}","[['red', 'white', 'crosswalk'], ['green']]",[1 0 1 1],"[[1, 3, 1, 0, 1], [2, 1, 0, 3, 1], [1, 1, 3, 1, 0], [2, 0, 1, 1, 3]]","[1, 0, 1, 1]"
129,129,129,"{'right': 'empty', 'down': 'green_car_turn_left', 'left': 'white_car_straight', 'up': 'red_car_turn_right', 'priority_ruling': 'none_no'}","[['red'], ['green'], ['white']]",[0 0 0 1],"[[0, 4, 2, 0, 1], [0, 1, 0, 4, 2], [0, 2, 4, 1, 0], [0, 0, 1, 2, 4]]","[0, 0, 0, 1]"
130,130,130,"{'right': 'empty', 'down': 'crosswalk', 'left': 'empty', 'up': 'green_car_straight', 'priority_ruling': 'triangles_vertical'}","[['crosswalk'], ['green']]",[0 1 0 0],"[[1, 4, 4, 2, 3], [2, 3, 2, 4, 4], [1, 4, 4, 3, 2], [2, 2, 3, 4, 4]]","[0, 1, 0, 1]"
131,131,131,"{'right': 'red_car_turn_right', 'down': 'white_car_turn_left', 'left': 'green_car_turn_right', 'up': 'crosswalk', 'priority_ruling': 'stop_horizontal'}","[['white', 'crosswalk', 'green'], ['red']]",[0 1 1 1],"[[2, 0, 0, 3, 1], [1, 1, 3, 0, 0], [2, 0, 0, 1, 3], [1, 3, 1, 0, 0]]","[1, 1, 1, 1]"
132,132,132,"{'right': 'white_car_straight', 'down': 'empty', 'left': 'red_car_turn_left', 'up': 'green_car_turn_left', 'priority_ruling': 'stop_horizontal'}","[['green'], ['white'], ['red']]",[0 0 0 1],"[[2, 2, 1, 1, 4], [1, 4, 1, 2, 1], [2, 1, 2, 4, 1], [1, 1, 4, 1, 2]]","[1, 0, 0, 1]"
133,133,133,"{'right': 'red_car_turn_right', 'down': 'white_car_turn_left', 'left': 'empty', 'up': 'green_car_turn_right', 'priority_ruling': 'triangles_horizontal'}","[['green'], ['white'], ['red']]",[0 0 0 1],"[[2, 0, 4, 0, 1], [1, 1, 0, 0, 4], [2, 4, 0, 1, 0], [1, 0, 1, 4, 0]]","[1, 0, 0, 1]"
134,134,134,"{'right': 'white_car_straight', 'down': 'red_car_turn_left', 'left': 'empty', 'up': 'green_car_turn_right', 'priority_ruling': 'none_no'}","[['green'], ['white'], ['red']]",[0 0 0 1],"[[0, 2, 4, 0, 1], [0, 1, 0, 2, 4], [0, 4, 2, 1, 0], [0, 0, 1, 4, 2]]","[0, 0, 0, 1]"
135,135,135,"{'right': 'white_car_turn_left', 'down': 'green_car_turn_left', 'left': 'crosswalk', 'up': 'empty', 'priority_ruling': 'stop_vertical'}","[['white', 'crosswalk'], ['green']]",[1 0 1 0],"[[1, 1, 3, 4, 1], [2, 1, 4, 1, 3], [1, 3, 1, 1, 4], [2, 4, 1, 3, 1]]","[1, 0, 1, 0]"
136,136,136,"{'right': 'white_car_turn_left', 'down': 'crosswalk', 'left': 'empty', 'up': 'empty', 'priority_ruling': 'triangles_vertical'}","[['crosswalk'], ['white']]",[0 1 0 0],"[[1, 1, 4, 4, 3], [2, 3, 4, 1, 4], [1, 4, 1, 3, 4], [2, 4, 3, 4, 1]]","[1, 1, 0, 0]"
137,137,137,"{'right': 'white_car_turn_left', 'down': 'empty', 'left': 'empty', 'up': 'green_car_turn_right', 'priority_ruling': 'triangles_vertical'}","[['white'], ['green']]",[1 0 0 0],"[[1, 1, 4, 0, 4], [2, 4, 0, 1, 4], [1, 4, 1, 4, 0], [2, 0, 4, 4, 1]]","[1, 0, 0, 1]"
138,138,138,"{'right': 'green_car_turn_right', 'down': 'red_car_turn_right', 'left': 'crosswalk', 'up': 'white_car_turn_left', 'priority_ruling': 'none_no'}","[['red', 'green', 'crosswalk'], ['white']]",[1 1 1 0],"[[0, 0, 3, 1, 0], [0, 0, 1, 0, 3], [0, 3, 0, 0, 1], [0, 1, 0, 3, 0]]","[1, 1, 1, 0]"
139,139,139,"{'right': 'green_car_turn_right', 'down': 'empty', 'left': 'white_car_turn_left', 'up': 'empty', 'priority_ruling': 'stop_vertical'}","[['green'], ['white']]",[1 0 0 0],"[[1, 0, 1, 4, 4], [2, 4, 4, 0, 1], [1, 1, 0, 4, 4], [2, 4, 4, 1, 0]]","[1, 0, 0, 0]"
140,140,140,"{'right': 'white_car_turn_right', 'down': 'red_car_turn_right', 'left': 'empty', 'up': 'green_car_straight', 'priority_ruling': 'triangles_horizontal'}","[['white', 'red', 'green']]",[1 1 0 1],"[[2, 0, 4, 2, 0], [1, 0, 2, 0, 4], [2, 4, 0, 0, 2], [1, 2, 0, 4, 0]]","[1, 1, 0, 1]"
141,141,141,"{'right': 'empty', 'down': 'empty', 'left': 'green_car_turn_right', 'up': 'red_car_turn_left', 'priority_ruling': 'stop_vertical'}","[['green'], ['red']]",[0 0 1 0],"[[1, 4, 0, 1, 4], [2, 4, 1, 4, 0], [1, 0, 4, 4, 1], [2, 1, 4, 0, 4]]","[0, 0, 1, 0]"
142,142,142,"{'right': 'white_car_straight', 'down': 'empty', 'left': 'green_car_turn_right', 'up': 'crosswalk', 'priority_ruling': 'stop_horizontal'}","[['white', 'green', 'crosswalk']]",[1 0 1 1],"[[2, 2, 0, 3, 4], [1, 4, 3, 2, 0], [2, 0, 2, 4, 3], [1, 3, 4, 0, 2]]","[1, 0, 1, 1]"
143,143,143,"{'right': 'empty', 'down': 'empty', 'left': 'green_car_turn_right', 'up': 'white_car_turn_right', 'priority_ruling': 'none_no'}","[['green', 'white']]",[0 0 1 1],"[[0, 4, 0, 0, 4], [0, 4, 0, 4, 0], [0, 0, 4, 4, 0], [0, 0, 4, 0, 4]]","[0, 0, 1, 1]"
144,144,144,"{'right': 'green_car_straight', 'down': 'red_car_turn_left', 'left': 'empty', 'up': 'crosswalk', 'priority_ruling': 'triangles_horizontal'}","[['red', 'crosswalk'], ['green']]",[0 1 0 1],"[[2, 2, 4, 3, 1], [1, 1, 3, 2, 4], [2, 4, 2, 1, 3], [1, 3, 1, 4, 2]]","[1, 1, 0, 1]"
145,145,145,"{'right': 'empty', 'down': 'white_car_straight', 'left': 'red_car_straight', 'up': 'crosswalk', 'priority_ruling': 'stop_vertical'}","[['red', 'crosswalk'], ['white']]",[0 0 1 1],"[[1, 4, 2, 3, 2], [2, 2, 3, 4, 2], [1, 2, 4, 2, 3], [2, 3, 2, 2, 4]]","[0, 0, 1, 1]"
146,146,146,"{'right': 'empty', 'down': 'green_car_straight', 'left': 'empty', 'up': 'red_car_turn_right', 'priority_ruling': 'stop_vertical'}","[['green', 'red']]",[0 1 0 1],"[[1, 4, 4, 0, 2], [2, 2, 0, 4, 4], [1, 4, 4, 2, 0], [2, 0, 2, 4, 4]]","[0, 1, 0, 1]"
147,147,147,"{'right': 'green_car_straight', 'down': 'empty', 'left': 'white_car_straight', 'up': 'empty', 'priority_ruling': 'triangles_vertical'}","[['green', 'white']]",[1 0 1 0],"[[1, 2, 2, 4, 4], [2, 4, 4, 2, 2], [1, 2, 2, 4, 4], [2, 4, 4, 2, 2]]","[1, 0, 1, 0]"
148,148,148,"{'right': 'crosswalk', 'down': 'red_car_turn_left', 'left': 'empty', 'up': 'white_car_turn_left', 'priority_ruling': 'stop_horizontal'}","[['crosswalk', 'red'], ['white']]",[1 1 0 0],"[[2, 3, 4, 1, 1], [1, 1, 1, 3, 4], [2, 4, 3, 1, 1], [1, 1, 1, 4, 3]]","[1, 1, 0, 1]"
149,149,149,"{'right': 'empty', 'down': 'white_car_turn_left', 'left': 'green_car_turn_left', 'up': 'crosswalk', 'priority_ruling': 'triangles_vertical'}","[['crosswalk'], ['green'], ['white']]",[0 0 0 1],"[[1, 4, 1, 3, 1], [2, 1, 3, 4, 1], [1, 1, 4, 1, 3], [2, 3, 1, 1, 4]]","[0, 0, 1, 1]"
150,150,150,"{'right': 'white_car_turn_right', 'down': 'crosswalk', 'left': 'green_car_turn_right', 'up': 'empty', 'priority_ruling': 'none_no'}","[['crosswalk', 'white'], ['green']]",[1 1 0 0],"[[0, 0, 0, 4, 3], [0, 3, 4, 0, 0], [0, 0, 0, 3, 4], [0, 4, 3, 0, 0]]","[1, 1, 1, 0]"
151,151,151,"{'right': 'green_car_straight', 'down': 'crosswalk', 'left': 'white_car_straight', 'up': 'empty', 'priority_ruling': 'stop_vertical'}","[['green', 'crosswalk', 'white']]",[1 1 1 0],"[[1, 2, 2, 4, 3], [2, 3, 4, 2, 2], [1, 2, 2, 3, 4], [2, 4, 3, 2, 2]]","[1, 1, 1, 0]"
152,152,152,"{'right': 'red_car_turn_left', 'down': 'green_car_turn_left', 'left': 'empty', 'up': 'crosswalk', 'priority_ruling': 'triangles_vertical'}","[['red', 'crosswalk'], ['green']]",[1 0 0 1],"[[1, 1, 4, 3, 1], [2, 1, 3, 1, 4], [1, 4, 1, 1, 3], [2, 3, 1, 4, 1]]","[1, 0, 0, 1]"
153,153,153,"{'right': 'empty', 'down': 'green_car_turn_left', 'left': 'empty', 'up': 'red_car_straight', 'priority_ruling': 'triangles_horizontal'}","[['red'], ['green']]",[0 0 0 1],"[[2, 4, 4, 2, 1], [1, 1, 2, 4, 4], [2, 4, 4, 1, 2], [1, 2, 1, 4, 4]]","[0, 0, 0, 1]"
